electricVehicleType,brand,series,modelVariant,canonicalCategory,canonicalSubcategory,canonicalBrandId,canonicalSeriesId,canonicalVariantId,canonicalExists,fuelType,action,source,confidence
elektrikli-minivan-panelvan,Opel,Vivaro Electric,Vivaro Electric,arac/minivan-panelvan,,cmshtjhsc0008uz6sv0jjfcbv,,,false,ELECTRIC,CREATE_CANONICAL_SERIES+CREATE_ELECTRIC_OVERLAY+ADD_ELECTRIC_FUEL_TYPE,oem-public-nav,high
elektrikli-suv-pickup,Peugeot,e-2008,e-2008,arac/arazi-suv-pickup,,cmshtjhua000buz6skcc6hufw,,,false,ELECTRIC,CREATE_CANONICAL_SERIES+CREATE_ELECTRIC_OVERLAY+ADD_ELECTRIC_FUEL_TYPE,oem-public-nav,high
elektrikli-otomobil,Peugeot,e-208,e-208,arac/otomobil,,cmshtjhua000buz6skcc6hufw,,,false,ELECTRIC,CREATE_CANONICAL_SERIES+CREATE_ELECTRIC_OVERLAY+ADD_ELECTRIC_FUEL_TYPE,oem-public-nav,high
elektrikli-suv-pickup,Peugeot,e-3008,e-3008,arac/arazi-suv-pickup,,cmshtjhua000buz6skcc6hufw,,,false,ELECTRIC,CREATE_CANONICAL_SERIES+CREATE_ELECTRIC_OVERLAY+ADD_ELECTRIC_FUEL_TYPE,oem-public-nav,high
elektrikli-suv-pickup,Peugeot,e-5008,e-5008,arac/arazi-suv-pickup,,cmshtjhua000buz6skcc6hufw,,,false,ELECTRIC,CREATE_CANONICAL_SERIES+CREATE_ELECTRIC_OVERLAY+ADD_ELECTRIC_FUEL_TYPE,oem-public-nav,high
elektrikli-minivan-panelvan,Peugeot,e-Expert,e-Expert,arac/minivan-panelvan,,cmshtjhua000buz6skcc6hufw,,,false,ELECTRIC,CREATE_CANONICAL_SERIES+CREATE_ELECTRIC_OVERLAY+ADD_ELECTRIC_FUEL_TYPE,oem-public-nav,high
elektrikli-minivan-panelvan,Peugeot,e-Partner,e-Partner,arac/minivan-panelvan,,cmshtjhua000buz6skcc6hufw,,,false,ELECTRIC,CREATE_CANONICAL_SERIES+CREATE_ELECTRIC_OVERLAY+ADD_ELECTRIC_FUEL_TYPE,oem-public-nav,high
elektrikli-minivan-panelvan,Peugeot,e-Rifter,e-Rifter,arac/minivan-panelvan,,cmshtjhua000buz6skcc6hufw,,,false,ELECTRIC,CREATE_CANONICAL_SERIES+CREATE_ELECTRIC_OVERLAY+ADD_ELECTRIC_FUEL_TYPE,oem-public-nav,high
elektrikli-otomobil,Polestar,2,2,arac/otomobil,,cmsi37x1y0011uzbgoy9pq5ii,cmsi382r300ysuzbgiiacc48d,,true,ELECTRIC,LINK_EXISTING_CANONICAL+CREATE_ELECTRIC_OVERLAY+ADD_ELECTRIC_FUEL_TYPE,oem-public-nav,high
elektrikli-suv-pickup,Polestar,3,3,arac/arazi-suv-pickup,,cmsi37x1y0011uzbgoy9pq5ii,cmsi382ra00yuuzbgmrzxtf8a,,true,ELECTRIC,LINK_EXISTING_CANONICAL+CREATE_ELECTRIC_OVERLAY+ADD_ELECTRIC_FUEL_TYPE,oem-public-nav,high
elektrikli-suv-pickup,Polestar,4,4,arac/arazi-suv-pickup,,cmsi37x1y0011uzbgoy9pq5ii,cmsi382rn00ywuzbg661bs9t4,,true,ELECTRIC,LINK_EXISTING_CANONICAL+CREATE_ELECTRIC_OVERLAY+ADD_ELECTRIC_FUEL_TYPE,oem-public-nav,high
elektrikli-suv-pickup,Porsche,Macan Electric,Macan Electric,arac/arazi-suv-pickup,,cmshvhmx3000cuza8xakrtmht,,,false,ELECTRIC,CREATE_CANONICAL_SERIES+CREATE_ELECTRIC_OVERLAY+ADD_ELECTRIC_FUEL_TYPE,oem-public-nav,high
elektrikli-otomobil,Porsche,Taycan,4S | Turbo | Turbo S,arac/otomobil,,cmshvhmx3000cuza8xakrtmht,cmsi382ve00zouzbgfjztrs60,,true,ELECTRIC,LINK_EXISTING_CANONICAL+CREATE_ELECTRIC_OVERLAY+ADD_ELECTRIC_FUEL_TYPE,oem-public-nav,high
elektrikli-minivan-panelvan,Renault,Kangoo E-Tech,Kangoo E-Tech,arac/minivan-panelvan,,cmshtjhrn0005uz6sgpkq9zil,,,false,ELECTRIC,CREATE_CANONICAL_SERIES+CREATE_ELECTRIC_OVERLAY+ADD_ELECTRIC_FUEL_TYPE,oem-public-nav,high
elektrikli-ticari,Renault,Master E-Tech,Master E-Tech,arac/ticari-araclar,,cmshtjhrn0005uz6sgpkq9zil,,,false,ELECTRIC,CREATE_CANONICAL_SERIES+CREATE_ELECTRIC_OVERLAY+ADD_ELECTRIC_FUEL_TYPE,oem-public-nav,high
elektrikli-otomobil,Renault,Megane E-Tech,Megane E-Tech,arac/otomobil,,cmshtjhrn0005uz6sgpkq9zil,,,false,ELECTRIC,CREATE_CANONICAL_SERIES+CREATE_ELECTRIC_OVERLAY+ADD_ELECTRIC_FUEL_TYPE,oem-public-nav,high
elektrikli-suv-pickup,Renault,Scenic E-Tech,Scenic E-Tech,arac/arazi-suv-pickup,,cmshtjhrn0005uz6sgpkq9zil,cmsi385bz01i6uzbgqs9llpuy,,true,ELECTRIC,LINK_EXISTING_CANONICAL+CREATE_ELECTRIC_OVERLAY+ADD_ELECTRIC_FUEL_TYPE,oem-public-nav,high
elektrikli-otomobil,Renault,Zoe,Equilibre | Evolution | Iconic,arac/otomobil,,cmshtjhrn0005uz6sgpkq9zil,cmsi3832l011auzbgf5c7rpfh,,true,ELECTRIC,LINK_EXISTING_CANONICAL+CREATE_ELECTRIC_OVERLAY+ADD_ELECTRIC_FUEL_TYPE,oem-public-nav,high
elektrikli-suv-pickup,Seres,Seres 3,Seres 3,arac/arazi-suv-pickup,,cmsi37x5w001uuzbglutnf5ye,cmsi385d401ieuzbgy0boe9ft,,true,ELECTRIC,LINK_EXISTING_CANONICAL+CREATE_ELECTRIC_OVERLAY+ADD_ELECTRIC_FUEL_TYPE,oem-public-nav,medium
elektrikli-suv-pickup,Seres,Seres 5,Seres 5,arac/arazi-suv-pickup,,cmsi37x5w001uuzbglutnf5ye,cmsi385dh01iguzbgjnhygg3p,,true,ELECTRIC,LINK_EXISTING_CANONICAL+CREATE_ELECTRIC_OVERLAY+ADD_ELECTRIC_FUEL_TYPE,oem-public-nav,medium
elektrikli-otomobil,Skoda,Citigo-e,Citigo-e,arac/otomobil,,cmshtjhu3000auz6syy1bvrx4,,,false,ELECTRIC,CREATE_CANONICAL_SERIES+CREATE_ELECTRIC_OVERLAY+ADD_ELECTRIC_FUEL_TYPE,oem-public-nav,high
elektrikli-suv-pickup,Skoda,Elroq,Elroq,arac/arazi-suv-pickup,,cmshtjhu3000auz6syy1bvrx4,cmsi385do01iiuzbgcssxnwqy,,true,ELECTRIC,LINK_EXISTING_CANONICAL+CREATE_ELECTRIC_OVERLAY+ADD_ELECTRIC_FUEL_TYPE,oem-public-nav,high
elektrikli-suv-pickup,Skoda,Enyaq,Enyaq,arac/arazi-suv-pickup,,cmshtjhu3000auz6syy1bvrx4,cmsi385dv01ikuzbg5pss9xef,,true,ELECTRIC,LINK_EXISTING_CANONICAL+CREATE_ELECTRIC_OVERLAY+ADD_ELECTRIC_FUEL_TYPE,oem-public-nav,high
elektrikli-suv-pickup,Skywell,ET5,ET5,arac/arazi-suv-pickup,,cmsi37x63001vuzbgzserb8cp,cmsi385ec01iouzbgg0zxfr6o,,true,ELECTRIC,LINK_EXISTING_CANONICAL+CREATE_ELECTRIC_OVERLAY+ADD_ELECTRIC_FUEL_TYPE,oem-public-nav,medium
elektrikli-suv-pickup,Skywell,HT-i,HT-i,arac/arazi-suv-pickup,,cmsi37x63001vuzbgzserb8cp,,,false,ELECTRIC,CREATE_CANONICAL_SERIES+CREATE_ELECTRIC_OVERLAY+ADD_ELECTRIC_FUEL_TYPE,oem-public-nav,medium
elektrikli-suv-pickup,Smart,#1,#1,arac/arazi-suv-pickup,,cmshvhmy0000duza8ix1ceexk,cmsi383dt013kuzbgafc7utsa,,true,ELECTRIC,LINK_EXISTING_CANONICAL+CREATE_ELECTRIC_OVERLAY+ADD_ELECTRIC_FUEL_TYPE,oem-public-nav,high
elektrikli-suv-pickup,Smart,#3,#3,arac/arazi-suv-pickup,,cmshvhmy0000duza8ix1ceexk,cmsi383e1013muzbgosqaedcj,,true,ELECTRIC,LINK_EXISTING_CANONICAL+CREATE_ELECTRIC_OVERLAY+ADD_ELECTRIC_FUEL_TYPE,oem-public-nav,high
elektrikli-suv-pickup,Subaru,Solterra,Solterra,arac/arazi-suv-pickup,,cmshvhn0s000huza81f8r1gm2,cmsi385ez01isuzbgm1tokwvo,,true,ELECTRIC,LINK_EXISTING_CANONICAL+CREATE_ELECTRIC_OVERLAY+ADD_ELECTRIC_FUEL_TYPE,oem-public-nav,high
elektrikli-suv-pickup,Tesla,Cybertruck,Cybertruck,arac/arazi-suv-pickup,,cmshtjhv2000euz6sl27mo6p5,cmsi385ku01k6uzbg7p2k9mc9,,true,ELECTRIC,LINK_EXISTING_CANONICAL+CREATE_ELECTRIC_OVERLAY+ADD_ELECTRIC_FUEL_TYPE,oem-public-nav,high
elektrikli-otomobil,Tesla,Model 3,RWD | Long Range | Performance,arac/otomobil,,cmshtjhv2000euz6sl27mo6p5,cmshtjiuw003quz6s02ge3jmq,,true,ELECTRIC,LINK_EXISTING_CANONICAL+CREATE_ELECTRIC_OVERLAY+ADD_ELECTRIC_FUEL_TYPE,oem-public-nav,high
elektrikli-otomobil,Tesla,Model S,Model S,arac/otomobil,,cmshtjhv2000euz6sl27mo6p5,cmshtjiw2003uuz6sy6mxoahw,,true,ELECTRIC,LINK_EXISTING_CANONICAL+CREATE_ELECTRIC_OVERLAY+ADD_ELECTRIC_FUEL_TYPE,oem-public-nav,high
elektrikli-suv-pickup,Tesla,Model X,Model X,arac/arazi-suv-pickup,,cmshtjhv2000euz6sl27mo6p5,cmsi383jn014uuzbgpdfibeko,,true,ELECTRIC,LINK_EXISTING_CANONICAL+CREATE_ELECTRIC_OVERLAY+ADD_ELECTRIC_FUEL_TYPE,oem-public-nav,high
elektrikli-suv-pickup,Tesla,Model Y,RWD | Long Range | Performance,arac/arazi-suv-pickup,,cmshtjhv2000euz6sl27mo6p5,cmshtjivl003suz6spmdeg9g0,,true,ELECTRIC,LINK_EXISTING_CANONICAL+CREATE_ELECTRIC_OVERLAY+ADD_ELECTRIC_FUEL_TYPE,oem-public-nav,high
elektrikli-otomobil,TOGG,T10F,T10F,arac/otomobil,,cmshvhn0y000iuza8d5orh5y4,cmsi383mj015guzbgtof3gq4z,,true,ELECTRIC,LINK_EXISTING_CANONICAL+CREATE_ELECTRIC_OVERLAY+ADD_ELECTRIC_FUEL_TYPE,oem-public-nav,medium
elektrikli-suv-pickup,TOGG,T10X,T10X,arac/arazi-suv-pickup,,cmshvhn0y000iuza8d5orh5y4,cmshvhpfe0058uza8jemo09ri,,true,ELECTRIC,LINK_EXISTING_CANONICAL+CREATE_ELECTRIC_OVERLAY+ADD_ELECTRIC_FUEL_TYPE,oem-public-nav,medium
elektrikli-suv-pickup,Toyota,bZ4X,bZ4X,arac/arazi-suv-pickup,,cmshtjhre0004uz6suzheuckg,,,false,ELECTRIC,CREATE_CANONICAL_SERIES+CREATE_ELECTRIC_OVERLAY+ADD_ELECTRIC_FUEL_TYPE,oem-public-nav,high
elektrikli-minivan-panelvan,Toyota,Proace City Electric,Proace City Electric,arac/minivan-panelvan,,cmshtjhre0004uz6suzheuckg,,,false,ELECTRIC,CREATE_CANONICAL_SERIES+CREATE_ELECTRIC_OVERLAY+ADD_ELECTRIC_FUEL_TYPE,oem-public-nav,high
elektrikli-minivan-panelvan,Toyota,Proace Electric,Proace Electric,arac/minivan-panelvan,,cmshtjhre0004uz6suzheuckg,,,false,ELECTRIC,CREATE_CANONICAL_SERIES+CREATE_ELECTRIC_OVERLAY+ADD_ELECTRIC_FUEL_TYPE,oem-public-nav,high
elektrikli-minivan-panelvan,Volkswagen,ID. Buzz,ID. Buzz,arac/minivan-panelvan,,cmshtjhr70003uz6sy5xvm90o,,,false,ELECTRIC,CREATE_CANONICAL_SERIES+CREATE_ELECTRIC_OVERLAY+ADD_ELECTRIC_FUEL_TYPE,oem-public-nav,high
elektrikli-otomobil,Volkswagen,ID.3,ID.3,arac/otomobil,,cmshtjhr70003uz6sy5xvm90o,cmsi383rm016guzbgxxhbxhl7,,true,ELECTRIC,LINK_EXISTING_CANONICAL+CREATE_ELECTRIC_OVERLAY+ADD_ELECTRIC_FUEL_TYPE,oem-public-nav,high
elektrikli-suv-pickup,Volkswagen,ID.4,Pro | GTX,arac/arazi-suv-pickup,,cmshtjhr70003uz6sy5xvm90o,cmsi385i201jiuzbg9dw5lfqu,,true,ELECTRIC,LINK_EXISTING_CANONICAL+CREATE_ELECTRIC_OVERLAY+ADD_ELECTRIC_FUEL_TYPE,oem-public-nav,high
elektrikli-suv-pickup,Volkswagen,ID.5,ID.5,arac/arazi-suv-pickup,,cmshtjhr70003uz6sy5xvm90o,cmsi385ib01jkuzbge68sdr29,,true,ELECTRIC,LINK_EXISTING_CANONICAL+CREATE_ELECTRIC_OVERLAY+ADD_ELECTRIC_FUEL_TYPE,oem-public-nav,high
elektrikli-otomobil,Volkswagen,ID.7,ID.7,arac/otomobil,,cmshtjhr70003uz6sy5xvm90o,,,false,ELECTRIC,CREATE_CANONICAL_SERIES+CREATE_ELECTRIC_OVERLAY+ADD_ELECTRIC_FUEL_TYPE,oem-public-nav,high
elektrikli-suv-pickup,Volvo,C40 Recharge,C40 Recharge,arac/arazi-suv-pickup,,cmsg3msmx0093uzswos2gkcdz,cmsi385iy01jquzbgax2ukc8o,,true,ELECTRIC,LINK_EXISTING_CANONICAL+CREATE_ELECTRIC_OVERLAY+ADD_ELECTRIC_FUEL_TYPE,oem-public-nav,high
elektrikli-suv-pickup,Volvo,EX30,EX30,arac/arazi-suv-pickup,,cmsg3msmx0093uzswos2gkcdz,cmsi385j401jsuzbg2v5wdca4,,true,ELECTRIC,LINK_EXISTING_CANONICAL+CREATE_ELECTRIC_OVERLAY+ADD_ELECTRIC_FUEL_TYPE,oem-public-nav,high
elektrikli-suv-pickup,Volvo,EX40,EX40,arac/arazi-suv-pickup,,cmsg3msmx0093uzswos2gkcdz,cmsi385jd01juuzbgdlx5efti,,true,ELECTRIC,LINK_EXISTING_CANONICAL+CREATE_ELECTRIC_OVERLAY+ADD_ELECTRIC_FUEL_TYPE,oem-public-nav,high
elektrikli-suv-pickup,Volvo,EX90,EX90,arac/arazi-suv-pickup,,cmsg3msmx0093uzswos2gkcdz,cmsi385jn01jwuzbg4ny4c5g5,,true,ELECTRIC,LINK_EXISTING_CANONICAL+CREATE_ELECTRIC_OVERLAY+ADD_ELECTRIC_FUEL_TYPE,oem-public-nav,high
elektrikli-minivan-panelvan,Voyah,Dream,Dream,arac/minivan-panelvan,,cmsi37x6e001xuzbgyq8dc2b7,cmsi385k101k0uzbgr8tq1a9u,,true,ELECTRIC,LINK_EXISTING_CANONICAL+CREATE_ELECTRIC_OVERLAY+ADD_ELECTRIC_FUEL_TYPE,oem-public-nav,medium
elektrikli-suv-pickup,Voyah,Free,Free,arac/arazi-suv-pickup,,cmsi37x6e001xuzbgyq8dc2b7,cmsi385kc01k2uzbgstgerowt,,true,ELECTRIC,LINK_EXISTING_CANONICAL+CREATE_ELECTRIC_OVERLAY+ADD_ELECTRIC_FUEL_TYPE,oem-public-nav,medium
elektrikli-otomobil,Voyah,Passion,Passion,arac/otomobil,,cmsi37x6e001xuzbgyq8dc2b7,cmsi385km01k4uzbgm98u80ky,,true,ELECTRIC,LINK_EXISTING_CANONICAL+CREATE_ELECTRIC_OVERLAY+ADD_ELECTRIC_FUEL_TYPE,oem-public-nav,medium
elektrikli-otomobil,XEV,Yoyo,Yoyo,arac/otomobil,,cmsi37x3y001guzbglwzdps74,cmsi383vy017euzbg2nlp7ww3,,true,ELECTRIC,LINK_EXISTING_CANONICAL+CREATE_ELECTRIC_OVERLAY+ADD_ELECTRIC_FUEL_TYPE,oem-public-nav,medium
